Image,Label,Value
1174.jpg,infix,-5
1175.jpg,infix,6
1176.jpg,postfix,1
1177.jpg,postfix,14
1178.jpg,infix,20
1179.jpg,postfix,0
1180.jpg,infix,16
1181.jpg,prefix,3
1182.jpg,prefix,42
1183.jpg,prefix,8
1184.jpg,postfix,0
1185.jpg,prefix,1
1186.jpg,prefix,4
1187.jpg,infix,27
1188.jpg,postfix,-2
1189.jpg,prefix,-4
1190.jpg,postfix,4
1191.jpg,infix,6
1192.jpg,prefix,3
1193.jpg,infix,15
1194.jpg,prefix,0
1195.jpg,prefix,-1
1196.jpg,postfix,15
1197.jpg,prefix,1
1198.jpg,prefix,8
1199.jpg,postfix,45
1200.jpg,prefix,6
1201.jpg,postfix,-1
1202.jpg,postfix,1
1203.jpg,infix,0
1204.jpg,prefix,8
1205.jpg,infix,9
1206.jpg,prefix,10
1207.jpg,prefix,11
1208.jpg,infix,5
1209.jpg,infix,1
1210.jpg,postfix,16
1211.jpg,postfix,12
1212.jpg,postfix,-4
1213.jpg,postfix,0
1214.jpg,prefix,-4
1215.jpg,postfix,-2
1216.jpg,prefix,6
1217.jpg,prefix,13
1218.jpg,prefix,56
1219.jpg,postfix,11
1220.jpg,infix,0
1221.jpg,infix,10
1222.jpg,prefix,9
1223.jpg,infix,7
1224.jpg,prefix,18
1225.jpg,prefix,15
1226.jpg,postfix,63
1227.jpg,infix,0
1228.jpg,infix,1
1229.jpg,postfix,2
1230.jpg,postfix,10
1231.jpg,infix,-1
1232.jpg,infix,20
1233.jpg,infix,1
1234.jpg,infix,-1
1235.jpg,infix,-2
1236.jpg,infix,4
1237.jpg,infix,-2
1238.jpg,infix,8
1239.jpg,prefix,0
1240.jpg,postfix,3
1241.jpg,postfix,0
1242.jpg,prefix,8
1243.jpg,prefix,0
1244.jpg,infix,3
1245.jpg,prefix,0
1246.jpg,prefix,1
1247.jpg,postfix,-5
1248.jpg,postfix,2
1249.jpg,postfix,-4
1250.jpg,infix,-4
1251.jpg,prefix,10
1252.jpg,prefix,8
1253.jpg,prefix,9
1254.jpg,prefix,0
1255.jpg,infix,9
1256.jpg,prefix,27
1257.jpg,postfix,3
1258.jpg,prefix,-3
1259.jpg,postfix,2
1260.jpg,infix,7
1261.jpg,postfix,4
1262.jpg,prefix,-2
1263.jpg,infix,35
1264.jpg,infix,-2
1265.jpg,infix,9
1266.jpg,infix,8
1267.jpg,prefix,27
1268.jpg,postfix,4
1269.jpg,postfix,9
1270.jpg,infix,48
1271.jpg,infix,-2
1272.jpg,infix,10
1273.jpg,infix,0
1274.jpg,prefix,0
1275.jpg,infix,1
1276.jpg,postfix,27
1277.jpg,infix,0
1278.jpg,postfix,0
1279.jpg,prefix,48
1280.jpg,infix,10
1281.jpg,prefix,6
1282.jpg,infix,4
1283.jpg,postfix,-6
1284.jpg,infix,1
1285.jpg,postfix,-3
1286.jpg,postfix,10
1287.jpg,infix,8
1288.jpg,postfix,5
1289.jpg,infix,15
1290.jpg,postfix,56
1291.jpg,infix,1
1292.jpg,prefix,7
1293.jpg,postfix,2
1294.jpg,prefix,2
1295.jpg,infix,4
1296.jpg,prefix,-5
1297.jpg,prefix,7
1298.jpg,prefix,63
1299.jpg,prefix,15
1300.jpg,postfix,2
1301.jpg,prefix,8
1302.jpg,infix,-3
1303.jpg,prefix,-2
1304.jpg,postfix,3
1305.jpg,prefix,3
1306.jpg,postfix,0
1307.jpg,postfix,24
1308.jpg,postfix,0
1309.jpg,infix,0
1310.jpg,infix,1
1311.jpg,postfix,4
1312.jpg,prefix,-1
1313.jpg,postfix,-7
1314.jpg,infix,1
1315.jpg,prefix,16
1316.jpg,infix,10
1317.jpg,infix,42
1318.jpg,infix,0
1319.jpg,infix,7
1320.jpg,prefix,28
1321.jpg,prefix,72
1322.jpg,postfix,-1
1323.jpg,prefix,4
1324.jpg,prefix,40
1325.jpg,infix,3
1326.jpg,postfix,9
1327.jpg,postfix,36
1328.jpg,infix,0
1329.jpg,postfix,16
1330.jpg,postfix,56
1331.jpg,postfix,12
1332.jpg,infix,3
1333.jpg,infix,-1
1334.jpg,prefix,9
1335.jpg,infix,1
1336.jpg,postfix,2
1337.jpg,prefix,0
1338.jpg,postfix,6
1339.jpg,postfix,4
1340.jpg,prefix,5
1341.jpg,infix,2
1342.jpg,infix,9
1343.jpg,postfix,12
1344.jpg,prefix,10
1345.jpg,postfix,-4
1346.jpg,postfix,8
1347.jpg,postfix,9
1348.jpg,postfix,14
1349.jpg,infix,12
1350.jpg,postfix,8
1351.jpg,infix,0
1352.jpg,postfix,8
1353.jpg,postfix,4
1354.jpg,prefix,30
1355.jpg,postfix,8
1356.jpg,prefix,13
1357.jpg,prefix,30
1358.jpg,postfix,40
1359.jpg,postfix,12
1360.jpg,postfix,17
1361.jpg,infix,3
1362.jpg,infix,5
1363.jpg,prefix,21
1364.jpg,postfix,2
1365.jpg,infix,32
1366.jpg,prefix,0
1367.jpg,postfix,30
1368.jpg,infix,0
1369.jpg,prefix,4
1370.jpg,postfix,-4
1371.jpg,infix,63
1372.jpg,prefix,-4
1373.jpg,postfix,0
1374.jpg,postfix,15
1375.jpg,infix,6
1376.jpg,infix,0
1377.jpg,prefix,5
1378.jpg,infix,2
1379.jpg,postfix,16
1380.jpg,prefix,9
1381.jpg,postfix,8
1382.jpg,postfix,7
1383.jpg,postfix,36
1384.jpg,prefix,6
1385.jpg,postfix,1
1386.jpg,infix,-1
1387.jpg,prefix,3
1388.jpg,infix,0
1389.jpg,infix,30
1390.jpg,infix,0
1391.jpg,infix,8
1392.jpg,postfix,6
1393.jpg,infix,1
1394.jpg,infix,8
1395.jpg,postfix,-4
1396.jpg,postfix,2
1397.jpg,prefix,2
1398.jpg,prefix,16
1399.jpg,postfix,24
1400.jpg,prefix,-6
1401.jpg,prefix,6
1402.jpg,infix,4
1403.jpg,prefix,-6
1404.jpg,infix,3
1405.jpg,postfix,0
1406.jpg,prefix,-6
1407.jpg,prefix,12
1408.jpg,postfix,-3
1409.jpg,infix,-5
1410.jpg,infix,54
1411.jpg,infix,0
1412.jpg,infix,5
1413.jpg,prefix,16
1414.jpg,prefix,9
1415.jpg,prefix,-1
1416.jpg,infix,0
1417.jpg,prefix,16
1418.jpg,infix,14
1419.jpg,postfix,1
1420.jpg,infix,-5
1421.jpg,infix,8
1422.jpg,postfix,0
1423.jpg,prefix,2
1424.jpg,infix,4
1425.jpg,postfix,1
1426.jpg,postfix,0
1427.jpg,postfix,8
1428.jpg,postfix,54
1429.jpg,infix,7
1430.jpg,infix,0
1431.jpg,postfix,12
1432.jpg,infix,16
1433.jpg,postfix,7
1434.jpg,postfix,9
1435.jpg,prefix,1
1436.jpg,prefix,4
1437.jpg,prefix,7
1438.jpg,infix,14
1439.jpg,postfix,-2
1440.jpg,infix,8
1441.jpg,infix,14
1442.jpg,prefix,10
1443.jpg,postfix,8
1444.jpg,postfix,16
1445.jpg,postfix,8
1446.jpg,prefix,15
1447.jpg,postfix,8
1448.jpg,postfix,1
1449.jpg,postfix,8
1450.jpg,infix,-2
1451.jpg,infix,0
1452.jpg,postfix,1
1453.jpg,prefix,4
1454.jpg,infix,32
1455.jpg,infix,11
1456.jpg,postfix,9
1457.jpg,infix,2
1458.jpg,postfix,3
1459.jpg,infix,5
1460.jpg,prefix,14
1461.jpg,prefix,20
1462.jpg,prefix,20
1463.jpg,prefix,28
1464.jpg,postfix,-5
1465.jpg,infix,64
1466.jpg,prefix,1
1467.jpg,postfix,6
1468.jpg,prefix,3
1469.jpg,postfix,36
1470.jpg,postfix,9
1471.jpg,infix,-1
1472.jpg,infix,6
1473.jpg,infix,7
1474.jpg,prefix,-1
1475.jpg,prefix,10
1476.jpg,postfix,2
1477.jpg,infix,1
1478.jpg,prefix,7
1479.jpg,prefix,1
1480.jpg,postfix,12
1481.jpg,postfix,-3
1482.jpg,infix,2
1483.jpg,prefix,11
1484.jpg,infix,8
1485.jpg,prefix,6
1486.jpg,prefix,54
1487.jpg,infix,7
1488.jpg,prefix,4
1489.jpg,postfix,-2
1490.jpg,postfix,5
1491.jpg,infix,11
1492.jpg,infix,-5
1493.jpg,prefix,1
1494.jpg,prefix,17
1495.jpg,infix,5
1496.jpg,prefix,-5
1497.jpg,prefix,16
1498.jpg,prefix,27
1499.jpg,prefix,4
1500.jpg,postfix,56
1501.jpg,prefix,10
1502.jpg,infix,1
1503.jpg,postfix,16
1504.jpg,prefix,6
1505.jpg,postfix,-7
1506.jpg,prefix,4
1507.jpg,postfix,4
1508.jpg,postfix,13
1509.jpg,postfix,3
1510.jpg,postfix,42
1511.jpg,infix,12
1512.jpg,postfix,17
1513.jpg,postfix,63
1514.jpg,postfix,8
1515.jpg,prefix,16
1516.jpg,postfix,5
1517.jpg,infix,16
1518.jpg,infix,7
1519.jpg,prefix,21
1520.jpg,infix,1
1521.jpg,infix,17
1522.jpg,infix,8
1523.jpg,postfix,0
1524.jpg,infix,6
1525.jpg,postfix,3
1526.jpg,postfix,1
1527.jpg,prefix,0
1528.jpg,postfix,8
1529.jpg,infix,40
1530.jpg,postfix,8
1531.jpg,prefix,10
1532.jpg,postfix,17
1533.jpg,postfix,0
1534.jpg,prefix,1
1535.jpg,prefix,3
1536.jpg,prefix,4
1537.jpg,postfix,5
1538.jpg,prefix,9
1539.jpg,postfix,40
1540.jpg,postfix,-2
1541.jpg,postfix,-4
1542.jpg,postfix,-1
1543.jpg,prefix,-2
1544.jpg,postfix,-1
1545.jpg,infix,-6
1546.jpg,postfix,-4
1547.jpg,postfix,10
1548.jpg,prefix,16
1549.jpg,prefix,3
1550.jpg,postfix,27
1551.jpg,prefix,-3
1552.jpg,prefix,3
1553.jpg,prefix,14
1554.jpg,postfix,12
1555.jpg,postfix,7
1556.jpg,infix,11
1557.jpg,infix,-1
1558.jpg,prefix,6
1559.jpg,infix,0
1560.jpg,prefix,0
1561.jpg,postfix,-8
1562.jpg,prefix,14
1563.jpg,postfix,20
1564.jpg,infix,54
1565.jpg,prefix,35
1566.jpg,prefix,7
1567.jpg,postfix,2
1568.jpg,postfix,1
1569.jpg,prefix,25
1570.jpg,infix,-6
1571.jpg,postfix,10
1572.jpg,infix,7
1573.jpg,postfix,0
1574.jpg,infix,1
1575.jpg,infix,1
1576.jpg,prefix,1
1577.jpg,infix,0
1578.jpg,postfix,9
1579.jpg,infix,7
1580.jpg,postfix,-5
1581.jpg,postfix,36
1582.jpg,prefix,0
1583.jpg,prefix,3
1584.jpg,postfix,4
1585.jpg,infix,-1
1586.jpg,postfix,9
1587.jpg,postfix,-1
1588.jpg,prefix,3
1589.jpg,postfix,-3
1590.jpg,infix,4
1591.jpg,postfix,3
1592.jpg,postfix,7
1593.jpg,infix,-6
1594.jpg,infix,0
1595.jpg,postfix,-2
1596.jpg,infix,-1
1597.jpg,prefix,11
1598.jpg,infix,11
1599.jpg,postfix,28
1600.jpg,infix,2
1601.jpg,infix,9
1602.jpg,infix,1
1603.jpg,infix,2
1604.jpg,postfix,7
1605.jpg,prefix,30
1606.jpg,prefix,6
1607.jpg,postfix,35
1608.jpg,infix,-3
1609.jpg,infix,48
1610.jpg,postfix,2
1611.jpg,postfix,-1
1612.jpg,infix,12
1613.jpg,infix,0
1614.jpg,infix,-6
1615.jpg,infix,0
1616.jpg,infix,1
1617.jpg,postfix,2
1618.jpg,prefix,0
1619.jpg,infix,15
1620.jpg,infix,0
1621.jpg,postfix,3
1622.jpg,postfix,-6
1623.jpg,infix,15
1624.jpg,postfix,14
1625.jpg,prefix,1
1626.jpg,prefix,-7
1627.jpg,prefix,21
1628.jpg,prefix,8
1629.jpg,postfix,12
1630.jpg,postfix,14
1631.jpg,prefix,9
1632.jpg,prefix,-5
1633.jpg,prefix,5
1634.jpg,postfix,2
1635.jpg,infix,3
1636.jpg,postfix,5
1637.jpg,postfix,3
1638.jpg,postfix,7
1639.jpg,postfix,3
1640.jpg,infix,12
1641.jpg,postfix,-5
1642.jpg,postfix,0
1643.jpg,prefix,-2
1644.jpg,postfix,5
1645.jpg,prefix,10
1646.jpg,infix,36
1647.jpg,infix,3
1648.jpg,postfix,3
1649.jpg,infix,12
1650.jpg,prefix,18
1651.jpg,prefix,16
1652.jpg,prefix,9
1653.jpg,postfix,3
1654.jpg,postfix,-2
1655.jpg,prefix,24
1656.jpg,prefix,28
1657.jpg,postfix,16
1658.jpg,infix,1
1659.jpg,prefix,-7
1660.jpg,infix,12
1661.jpg,infix,-4
1662.jpg,infix,9
1663.jpg,postfix,32
1664.jpg,prefix,4
1665.jpg,infix,10
1666.jpg,postfix,-7
1667.jpg,postfix,7
1668.jpg,prefix,-6
1669.jpg,prefix,8
1670.jpg,infix,40
1671.jpg,postfix,4
1672.jpg,prefix,49
1673.jpg,infix,6
1674.jpg,postfix,5
1675.jpg,prefix,1
1676.jpg,infix,14
1677.jpg,prefix,35
1678.jpg,prefix,6
1679.jpg,prefix,12
1680.jpg,prefix,15
1681.jpg,infix,15
1682.jpg,postfix,7
1683.jpg,postfix,4
1684.jpg,prefix,0
1685.jpg,infix,1
1686.jpg,postfix,4
1687.jpg,postfix,4
1688.jpg,postfix,9
1689.jpg,prefix,8
1690.jpg,prefix,4
1691.jpg,infix,2
1692.jpg,prefix,81
1693.jpg,infix,12
1694.jpg,postfix,11
1695.jpg,prefix,7
1696.jpg,postfix,11
1697.jpg,infix,10
1698.jpg,postfix,24
1699.jpg,infix,20
1700.jpg,postfix,4
1701.jpg,prefix,1
1702.jpg,infix,3
1703.jpg,infix,9
1704.jpg,postfix,1
1705.jpg,prefix,12
1706.jpg,infix,-1
1707.jpg,infix,0
1708.jpg,prefix,7
1709.jpg,prefix,9
1710.jpg,postfix,5
1711.jpg,infix,0
1712.jpg,postfix,17
1713.jpg,postfix,4
1714.jpg,prefix,0
1715.jpg,infix,0
1716.jpg,prefix,0
1717.jpg,prefix,24
1718.jpg,prefix,1
1719.jpg,infix,4
1720.jpg,infix,9
1721.jpg,prefix,27
1722.jpg,postfix,6
1723.jpg,postfix,13
1724.jpg,postfix,-3
1725.jpg,prefix,24
1726.jpg,prefix,4
1727.jpg,postfix,-1
1728.jpg,infix,4
1729.jpg,postfix,14
1730.jpg,infix,0
1731.jpg,prefix,13
1732.jpg,postfix,0
1733.jpg,postfix,13
1734.jpg,postfix,0
1735.jpg,prefix,4
1736.jpg,infix,5
1737.jpg,postfix,27
1738.jpg,prefix,7
1739.jpg,prefix,5
1740.jpg,postfix,36
1741.jpg,prefix,8
1742.jpg,prefix,21
1743.jpg,postfix,10
1744.jpg,postfix,9
1745.jpg,prefix,17
1746.jpg,infix,3
1747.jpg,infix,5
1748.jpg,prefix,10
1749.jpg,postfix,13
1750.jpg,infix,4
1751.jpg,postfix,-8
1752.jpg,postfix,-9
1753.jpg,prefix,9
1754.jpg,postfix,63
1755.jpg,prefix,9
1756.jpg,prefix,8
1757.jpg,infix,72
1758.jpg,postfix,0
1759.jpg,prefix,0
1760.jpg,infix,6
1761.jpg,postfix,-1
1762.jpg,prefix,1
1763.jpg,prefix,0
1764.jpg,prefix,4
1765.jpg,prefix,7
1766.jpg,postfix,-1
1767.jpg,prefix,1
1768.jpg,postfix,1
1769.jpg,postfix,15
1770.jpg,infix,4
1771.jpg,infix,13
1772.jpg,prefix,49
1773.jpg,prefix,7
1774.jpg,postfix,54
1775.jpg,prefix,21
1776.jpg,postfix,2
1777.jpg,postfix,-3
1778.jpg,prefix,1
1779.jpg,postfix,7
1780.jpg,infix,7
1781.jpg,infix,25
1782.jpg,postfix,1
1783.jpg,infix,36
1784.jpg,postfix,2
1785.jpg,postfix,81
1786.jpg,postfix,42
1787.jpg,prefix,3
1788.jpg,prefix,8
1789.jpg,postfix,4
1790.jpg,prefix,1
1791.jpg,prefix,27
1792.jpg,infix,6
1793.jpg,infix,11
1794.jpg,postfix,1
1795.jpg,postfix,0
1796.jpg,postfix,56
1797.jpg,postfix,7
1798.jpg,prefix,0
1799.jpg,postfix,4
1800.jpg,prefix,4
1801.jpg,prefix,1
1802.jpg,infix,63
1803.jpg,postfix,42
1804.jpg,prefix,0
1805.jpg,prefix,-9
1806.jpg,postfix,9
1807.jpg,infix,-3
1808.jpg,prefix,-8
1809.jpg,prefix,13
1810.jpg,infix,0
1811.jpg,prefix,13
1812.jpg,infix,9
1813.jpg,infix,3
1814.jpg,postfix,12
1815.jpg,postfix,28
1816.jpg,postfix,2
1817.jpg,infix,4
1818.jpg,prefix,6
1819.jpg,prefix,0
1820.jpg,prefix,15
1821.jpg,postfix,5
1822.jpg,postfix,4
1823.jpg,prefix,-5
1824.jpg,prefix,12
1825.jpg,infix,36
1826.jpg,postfix,3
1827.jpg,prefix,24
1828.jpg,postfix,5
1829.jpg,prefix,18
1830.jpg,postfix,1
1831.jpg,prefix,10
1832.jpg,prefix,-3
1833.jpg,postfix,7
1834.jpg,prefix,7
1835.jpg,prefix,54
1836.jpg,infix,5
1837.jpg,prefix,0
1838.jpg,postfix,1
1839.jpg,prefix,6
1840.jpg,infix,10
1841.jpg,prefix,6
1842.jpg,infix,24
1843.jpg,infix,54
1844.jpg,prefix,1
1845.jpg,infix,0
1846.jpg,prefix,-2
1847.jpg,prefix,16
1848.jpg,prefix,-1
1849.jpg,prefix,15
1850.jpg,postfix,7
1851.jpg,prefix,3
1852.jpg,postfix,54
1853.jpg,prefix,-6
1854.jpg,postfix,0
1855.jpg,prefix,-2
1856.jpg,prefix,30
1857.jpg,infix,0
1858.jpg,infix,-3
1859.jpg,infix,11
1860.jpg,postfix,5
1861.jpg,prefix,56
1862.jpg,prefix,8
1863.jpg,prefix,7
1864.jpg,prefix,15
1865.jpg,prefix,32
1866.jpg,postfix,72
1867.jpg,prefix,3
1868.jpg,postfix,0
1869.jpg,prefix,11
1870.jpg,infix,28
1871.jpg,prefix,4
1872.jpg,infix,8
1873.jpg,prefix,63
1874.jpg,infix,4
1875.jpg,postfix,-3
1876.jpg,infix,14
1877.jpg,prefix,2
1878.jpg,infix,-3
1879.jpg,prefix,2
1880.jpg,prefix,-5
1881.jpg,infix,6
1882.jpg,infix,-6
1883.jpg,infix,8
1884.jpg,postfix,21
1885.jpg,infix,7
1886.jpg,prefix,45
1887.jpg,postfix,0
1888.jpg,prefix,8
1889.jpg,postfix,6
1890.jpg,postfix,36
1891.jpg,prefix,0
1892.jpg,postfix,5
1893.jpg,prefix,4
1894.jpg,postfix,0
1895.jpg,postfix,-1
1896.jpg,postfix,2
1897.jpg,prefix,-2
1898.jpg,infix,-4
1899.jpg,prefix,2
1900.jpg,infix,18
1901.jpg,infix,8
1902.jpg,postfix,28
1903.jpg,infix,21
1904.jpg,prefix,36
1905.jpg,infix,11
1906.jpg,infix,-5
1907.jpg,postfix,0
1908.jpg,postfix,12
1909.jpg,postfix,21
1910.jpg,infix,-5
1911.jpg,infix,5
1912.jpg,infix,8
1913.jpg,infix,-7
1914.jpg,postfix,7
1915.jpg,prefix,1
1916.jpg,prefix,1
1917.jpg,prefix,1
1918.jpg,postfix,2
1919.jpg,prefix,2
1920.jpg,prefix,10
1921.jpg,infix,-3
1922.jpg,prefix,6
1923.jpg,prefix,8
1924.jpg,postfix,14
1925.jpg,postfix,0
1926.jpg,prefix,12
1927.jpg,prefix,-1
1928.jpg,postfix,24
1929.jpg,infix,6
1930.jpg,prefix,18
1931.jpg,prefix,0
1932.jpg,prefix,20
1933.jpg,prefix,14
1934.jpg,postfix,-2
1935.jpg,postfix,7
1936.jpg,postfix,14
1937.jpg,postfix,9
1938.jpg,prefix,5
1939.jpg,postfix,5
1940.jpg,prefix,4
1941.jpg,prefix,0
1942.jpg,prefix,2
1943.jpg,prefix,1
1944.jpg,prefix,48
1945.jpg,infix,2
1946.jpg,prefix,36
1947.jpg,postfix,12
1948.jpg,postfix,11
1949.jpg,infix,-1
1950.jpg,postfix,-7
1951.jpg,postfix,48
1952.jpg,infix,42
1953.jpg,prefix,6
1954.jpg,infix,15
1955.jpg,prefix,0
1956.jpg,postfix,1
1957.jpg,infix,3
1958.jpg,infix,14
1959.jpg,postfix,12
1960.jpg,prefix,4
1961.jpg,infix,3
1962.jpg,prefix,72
1963.jpg,prefix,15
1964.jpg,infix,17
1965.jpg,prefix,5
1966.jpg,infix,24
1967.jpg,infix,0
1968.jpg,prefix,11
1969.jpg,postfix,0
1970.jpg,infix,11
1971.jpg,infix,10
1972.jpg,infix,8
1973.jpg,postfix,4
1974.jpg,infix,12
1975.jpg,prefix,0
1976.jpg,infix,1
1977.jpg,infix,12
1978.jpg,postfix,7
1979.jpg,infix,3
1980.jpg,prefix,9
1981.jpg,prefix,1
1982.jpg,infix,9
1983.jpg,postfix,6
1984.jpg,postfix,4
1985.jpg,infix,3
1986.jpg,prefix,-3
1987.jpg,infix,-2
1988.jpg,infix,-2
1989.jpg,postfix,12
1990.jpg,postfix,12
1991.jpg,postfix,10
1992.jpg,postfix,18
1993.jpg,postfix,6
1994.jpg,prefix,2
1995.jpg,infix,1
1996.jpg,postfix,6
1997.jpg,postfix,1
1998.jpg,postfix,4
1999.jpg,prefix,6
2000.jpg,prefix,0
2001.jpg,infix,-3
2002.jpg,postfix,16
2003.jpg,infix,2
2004.jpg,postfix,21
2005.jpg,prefix,4
2006.jpg,prefix,40
2007.jpg,postfix,0
2008.jpg,infix,24
2009.jpg,postfix,36
2010.jpg,postfix,2
2011.jpg,postfix,5
2012.jpg,postfix,0
2013.jpg,infix,0
2014.jpg,prefix,-7
2015.jpg,infix,56
2016.jpg,prefix,10
2017.jpg,prefix,4
2018.jpg,postfix,14
2019.jpg,infix,28
2020.jpg,prefix,0
2021.jpg,infix,17
2022.jpg,infix,13
2023.jpg,postfix,2
2024.jpg,prefix,14
2025.jpg,prefix,24
2026.jpg,infix,8
2027.jpg,infix,7
2028.jpg,infix,1
2029.jpg,prefix,-1
2030.jpg,postfix,5
2031.jpg,postfix,-5
2032.jpg,prefix,8
2033.jpg,postfix,10
2034.jpg,postfix,12
2035.jpg,infix,36
2036.jpg,postfix,24
2037.jpg,prefix,13
2038.jpg,infix,9
2039.jpg,prefix,24
2040.jpg,postfix,3
2041.jpg,prefix,63
2042.jpg,postfix,2
2043.jpg,prefix,3
2044.jpg,postfix,-1
2045.jpg,infix,6
2046.jpg,postfix,49
2047.jpg,infix,7
2048.jpg,infix,6
2049.jpg,infix,35
2050.jpg,postfix,10
2051.jpg,postfix,0
2052.jpg,postfix,15
2053.jpg,postfix,-5
2054.jpg,infix,1
2055.jpg,postfix,-3
2056.jpg,infix,11
2057.jpg,infix,-4
2058.jpg,infix,0
2059.jpg,prefix,4
2060.jpg,prefix,14
2061.jpg,postfix,5
2062.jpg,postfix,12
2063.jpg,infix,9
2064.jpg,prefix,11
2065.jpg,prefix,-4
2066.jpg,postfix,1
2067.jpg,postfix,32
2068.jpg,postfix,42
2069.jpg,postfix,48
2070.jpg,postfix,0
2071.jpg,prefix,5
2072.jpg,postfix,14
2073.jpg,infix,0
2074.jpg,prefix,10
2075.jpg,prefix,11
2076.jpg,prefix,11
2077.jpg,postfix,-3
2078.jpg,postfix,3
2079.jpg,postfix,9
2080.jpg,prefix,-2
2081.jpg,prefix,32
2082.jpg,infix,0
2083.jpg,prefix,28
2084.jpg,postfix,7
2085.jpg,infix,-2
2086.jpg,prefix,8
2087.jpg,prefix,0
2088.jpg,prefix,16
2089.jpg,postfix,0
2090.jpg,postfix,2
2091.jpg,infix,0
2092.jpg,postfix,2
2093.jpg,postfix,7
2094.jpg,infix,3
2095.jpg,prefix,27
2096.jpg,prefix,5
2097.jpg,postfix,-1
2098.jpg,prefix,-6
2099.jpg,prefix,-6
2100.jpg,infix,21
2101.jpg,prefix,6
2102.jpg,infix,8
2103.jpg,infix,10
2104.jpg,infix,0
2105.jpg,infix,0
2106.jpg,infix,3
2107.jpg,prefix,56
2108.jpg,prefix,1
2109.jpg,postfix,14
2110.jpg,postfix,1
2111.jpg,prefix,0
2112.jpg,postfix,5
2113.jpg,postfix,-7
2114.jpg,prefix,8
2115.jpg,prefix,8
2116.jpg,infix,0
2117.jpg,postfix,30
2118.jpg,infix,5
2119.jpg,postfix,40
2120.jpg,infix,20
2121.jpg,infix,4
2122.jpg,postfix,20
2123.jpg,infix,5
2124.jpg,prefix,1
2125.jpg,infix,13
2126.jpg,prefix,-5
2127.jpg,infix,-3
2128.jpg,postfix,1
2129.jpg,postfix,0
2130.jpg,postfix,10
2131.jpg,infix,11
2132.jpg,prefix,9
2133.jpg,postfix,0
2134.jpg,postfix,63
2135.jpg,prefix,13
2136.jpg,prefix,3
2137.jpg,postfix,13
2138.jpg,prefix,-2
2139.jpg,prefix,9
2140.jpg,infix,2
2141.jpg,prefix,8
2142.jpg,prefix,4
2143.jpg,postfix,2
2144.jpg,postfix,6
2145.jpg,infix,10
2146.jpg,prefix,7
2147.jpg,postfix,0
2148.jpg,postfix,30
2149.jpg,prefix,6
2150.jpg,infix,0
2151.jpg,infix,6
2152.jpg,postfix,0
2153.jpg,postfix,3
2154.jpg,postfix,3
2155.jpg,postfix,18
2156.jpg,infix,13
2157.jpg,infix,7
2158.jpg,postfix,0
2159.jpg,infix,-2
2160.jpg,infix,0
2161.jpg,infix,8
2162.jpg,postfix,6
2163.jpg,postfix,7
2164.jpg,infix,-2
2165.jpg,infix,4
2166.jpg,postfix,13
2167.jpg,prefix,11
2168.jpg,infix,11
2169.jpg,postfix,12
2170.jpg,prefix,21
2171.jpg,prefix,-1
2172.jpg,prefix,63
2173.jpg,postfix,5
2174.jpg,postfix,0
2175.jpg,infix,-7
2176.jpg,infix,2
2177.jpg,postfix,10
2178.jpg,prefix,28
2179.jpg,prefix,9
2180.jpg,prefix,0
2181.jpg,postfix,1
2182.jpg,prefix,21
2183.jpg,postfix,3
2184.jpg,postfix,9
2185.jpg,infix,0
2186.jpg,prefix,21
2187.jpg,prefix,3
2188.jpg,infix,15
2189.jpg,prefix,5
2190.jpg,postfix,11
2191.jpg,infix,3
2192.jpg,prefix,-3
2193.jpg,postfix,1
2194.jpg,prefix,11
2195.jpg,prefix,2
2196.jpg,postfix,0
2197.jpg,prefix,-2
2198.jpg,postfix,28
2199.jpg,infix,8
2200.jpg,prefix,0
2201.jpg,prefix,-8
2202.jpg,postfix,-3
2203.jpg,prefix,40
2204.jpg,infix,6
2205.jpg,infix,0
2206.jpg,postfix,-1
2207.jpg,infix,0
2208.jpg,postfix,12
2209.jpg,prefix,-2
2210.jpg,infix,2
2211.jpg,prefix,3
2212.jpg,prefix,0
2213.jpg,infix,28
2214.jpg,postfix,1
2215.jpg,infix,-6
2216.jpg,prefix,10
2217.jpg,infix,5
2218.jpg,postfix,11
2219.jpg,prefix,4
2220.jpg,infix,64
2221.jpg,postfix,-3
2222.jpg,prefix,4
2223.jpg,postfix,21
2224.jpg,postfix,6
2225.jpg,postfix,9
2226.jpg,infix,24
2227.jpg,infix,12
2228.jpg,prefix,0
2229.jpg,postfix,2
2230.jpg,prefix,8
2231.jpg,infix,1
2232.jpg,postfix,-7
2233.jpg,postfix,6
2234.jpg,infix,0
2235.jpg,infix,9
2236.jpg,infix,5
2237.jpg,postfix,7
2238.jpg,infix,1
2239.jpg,prefix,45
2240.jpg,prefix,6
2241.jpg,postfix,3
2242.jpg,postfix,8
2243.jpg,infix,3
2244.jpg,infix,-1
2245.jpg,postfix,45
2246.jpg,postfix,49
2247.jpg,infix,1
2248.jpg,infix,0
2249.jpg,postfix,64
2250.jpg,infix,17
2251.jpg,postfix,1
2252.jpg,infix,12
2253.jpg,prefix,2
2254.jpg,postfix,7
2255.jpg,infix,6
2256.jpg,infix,0
2257.jpg,infix,8
2258.jpg,postfix,1
2259.jpg,prefix,10
2260.jpg,prefix,0
2261.jpg,prefix,1
2262.jpg,postfix,6
2263.jpg,prefix,17
